Seth ex,Fakir,0,obs,A,A,m,1:2.3,102,2,2,13-03-2016
Ryuho,Miko hd,0,obs,A,S,m,1:8.1,204,2,2,13-03-2016
Zan-b,Jean grey,0,obs,A,A,m,15.2:1,108,2,2,13-03-2016
Gouki sf3,Mature,1,obs,A,A,m,6.2:1,165,2,2,13-03-2016
Petshop,Masked rider 1st,0,obs,A,S,m,1.9:1,105,2,2,13-03-2016
Kat,Mc hisui,1,obs,A,S,m,1:1.1,108,2,2,13-03-2016
Burnin' leo,Cyber-peacock,0,obs,A,S,m,1.8:1,114,2,2,13-03-2016
Hayate EX,Dynamo,0,obs,A,S,m,11.6:1,87,2,2,13-03-2016
Jenny,Cloud strife,0,obs,A,B,m,2:1,132,2,2,13-03-2016
Sephiroth AK,Alpha candy,0,obs,A,A,m,1:2.6,135,2,2,13-03-2016
Divekick kfm,Shingo 98,0,obs,A,A,m,13.5:1,51,2,2,13-03-2016
Raph EX2,Nakoruru EX2,0,obs,A,A,m,6.1:1,84,2,2,13-03-2016
Shen xi,Shiena bee,1,obs,A,A,m,1:6.5,96,2,2,13-03-2016
Ai EX2,Sabotage,1,obs,A,B,m,1:1.2,102,2,2,13-03-2016
Guardian,Cheddah gief,0,obs,A,S,m,1:3.4,117,2,2,13-03-2016
Kazu,D_minoriko,1,obs,A,S,m,1:23.5,165,2,2,13-03-2016
Kill bill o-ren_ishii,Kyouken wakamoto,1,obs,A,A,m,1:1.9,225,2,2,13-03-2016
Death black shot,Shogun EX3,0,obs,A,A,m,14.9:1,102,2,2,13-03-2016
Rage rock ex,Battler EX3,0,obs,A,A,m,3.5:1,237,2,2,13-03-2016
Egith,Serpent,0,obs,A,B,m,4.3:1,96,2,2,13-03-2016
Garagaranda,Shingo,0,obs,A,S,m,12.7:1,195,2,2,13-03-2016
Gardevoir EX3,Cody(neoneo),1,obs,A,A,t,1.2:1,177,2,2,13-03-2016
Tia langray,Go badaa ba,1,obs,A,A,t,2:1,162,2,2,13-03-2016
Sayia-f,Krang,0,obs,A,A,t,1.5:1,147,2,2,13-03-2016
Barbarccia,Umvc_suika,0,obs,A,A,t,1:3.3,237,2,2,13-03-2016
Princess silver,Hawk,1,obs,A,A,t,4.9:1,174,2,2,13-03-2016
Soma cruz ex,Jon talbain,0,obs,A,B,m,1:1.6,168,2,2,13-03-2016
Assasincross,Scorponok,0,cs,A,A,m,21.4:1,186,2,2,13-03-2016
Blossom jp,Old,0,cs,t,A,m,1:5.7,165,2,2,13-03-2016
Magic dunker EX FF,Mahvel elena,1,obs,A,S,m,1:8.9,120,2,2,13-03-2016
Maximune,Takuma945,0,obs,A,S,m,14.9:1,93,2,2,13-03-2016
Super masao,Psyqhical,1,obs,A,X,m,1:10.9,75,2,2,13-03-2016
Ossan,Injya,1,obs,A,S,m,1.2:1,180,2,2,13-03-2016
Animus EX3,Ju do man,1,obs,A,S,m,1.9:1,87,2,2,13-03-2016
Touka,The real doom,1,obs,A,X,m,1.2:1,90,2,2,13-03-2016
Kamek,Jet jaguar,0,obs,A,B,m,9.2:1,156,2,2,13-03-2016
Scorpion EX2,Yukihime,0,obs,A,B,m,3.7:1,195,2,2,13-03-2016
Daimaoh,Lasher,0,obs,A,A,m,2.3:1,93,2,2,13-03-2016
Blue colonel,Dally,0,obs,A,S,m,2.3:1,114,2,2,13-03-2016
Ultimate pretty suika,Yorihime watatsuki,0,obs,A,X,m,1.1:1,195,2,2,13-03-2016
Death black shot,Nu-13 EX,1,obs,A,A,m,1.5:1,126,2,2,13-03-2016
Dudley,Kurorim,1,obs,A,B,m,1:4.3,84,2,2,13-03-2016
Grand master ryu,Hugo,0,obs,A,B,m,1:2.3,126,2,2,13-03-2016
Red skull,Goten gt nex,0,obs,A,B,m,2.4:1,195,2,2,13-03-2016
Little busters! ce,Korokoromushi,0,obs,A,X,m,8.8:1,171,2,2,13-03-2016
Tsukushi_mio,Yanpeko na hibikisan,1,obs,A,A,m,1.1:1,186,2,2,13-03-2016
Daniel,Gai,0,obs,A,B,m,1:3.8,210,2,2,13-03-2016
Noob saibot mk2,Cool,1,rc,A,A,m,1:1.6,144,2,2,13-03-2016
Sad claps,Yatteyaru-death,1,cs,t,S,m,1:3.8,177,2,2,13-03-2016
Meiya_striker,Mami,1,cs,t,S,m,1:17.8,141,2,2,13-03-2016
Elza kanagusuku,Jean grey,0,cs,f,A,m,3:1,132,2,2,13-03-2016
Mash figaro,Zombies,1,cs,A,B,m,12.7:1,162,2,2,13-03-2016
Tingle,Fiorenza,0,cs,A,B,m,6.2:1,153,2,2,13-03-2016
Elle,Spin youmu EX,1,cs,A,S,m,1:21.7,69,2,2,13-03-2016
Remi,Reak.f,1,cs,t,A,m,1:6,93,2,2,13-03-2016
Cool,Ika musume,0,cs,f,A,m,1.1:1,168,2,2,13-03-2016
Nishiura baseball`s,Another igniz,1,obs,A,S,m,1:2,138,2,2,13-03-2016
Mt,Wild.o.yashiro,1,obs,A,X,m,1:2.6,81,2,2,13-03-2016
Ryu,Violent dan,0,obs,A,B,m,3.2:1,156,2,2,13-03-2016
Jazz EX3,Dio di musca,1,obs,A,B,m,1:5.7,216,2,2,13-03-2016
Platinum the trinity,Black,0,obs,A,B,m,19.4:1,165,2,2,13-03-2016
Archangel,Street fighter is boring you idiots,0,cs,A,B,m,1:1.6,132,2,2,13-03-2016
Peketo EX3,Akai maho,1,cs,t,A,m,1:1.9,144,2,2,13-03-2016
Makoto EX3,Miyazato erika EX,1,cs,t,A,m,1:3.4,129,2,2,13-03-2016
Seth ex,Makendo,1,cs,t,A,m,3.1:1,129,2,2,13-03-2016
Kim EX,Skywarp,0,cs,A,A,m,3:1,129,2,2,13-03-2016
Kill bill jhonny_mo,Nero DMC4,1,cs,A,A,m,1:69.2,168,2,2,13-03-2016
Ryofu,Don,1,cs,f,A,m,1.7:1,96,2,2,13-03-2016
Deluxe lin,Binjyobrothers,1,cs,f,A,m,41.2:1,171,2,2,13-03-2016
Ghost nappa EX,Ed,0,cs,A,B,m,9.5:1,111,2,2,13-03-2016
Small ryu EX3,Beast,0,cs,A,B,m,1.3:1,219,2,2,13-03-2016
The gandhara,Mr satan,0,obs,A,B,m,14.2:1,93,2,2,13-03-2016
Akira,Elirin EX3,0,cs,f,A,m,1:5.4,207,2,2,13-03-2016
Spacemouse deluxe,Reicubas,0,cs,f,S,m,5.5:1,129,2,2,13-03-2016
Goku z2,Blood,1,cs,f,B,m,1:1.6,114,2,2,13-03-2016
Warakia,Karina toyota,0,cs,t,A,m,4.3:1,102,2,2,13-03-2016
Bagira_ex,Chrome dome EX,0,cs,t,S,m,8.6:1,162,2,2,13-03-2016
Hayato mvc2,White buffalo EX3,0,cs,f,B,m,5.2:1,153,2,2,13-03-2016
Ratix,Overlord,0,cs,t,A,m,3.2:1,120,2,2,13-03-2016
Sasquatch 71113,Hulk ex,1,cs,t,S,t,1:5.6,66,2,2,13-03-2016
Dinozord EX,Toki 2,0,cs,A,S,t,1.2:1,114,2,2,13-03-2016
H-duolon,Uroboros,1,cs,t,S,t,1:12.8,51,2,2,13-03-2016
Hei meiling,Hisui aa,0,cs,t,S,t,2.5:1,126,2,2,13-03-2016
Kid gohan EX3,Dark magician girl,1,cs,A,S,t,3.4:1,108,2,2,13-03-2016
Moraga,Kanako yasaka EX3,1,cs,A,S,t,1:3.3,102,2,2,13-03-2016
God_gundom,Mint,1,cs,A,S,t,1:3.9,156,2,2,13-03-2016
Ryu sf3,Black tiger,0,cs,f,S,t,1.1:1,126,2,2,13-03-2016
Hulk ex,Dinozord EX,0,cs,t,S,t,2.2:1,96,2,2,13-03-2016
Uroboros,Hei meiling,0,cs,t,S,t,2.8:1,78,2,2,13-03-2016
Dark magician girl,Kanako yasaka EX3,1,cs,f,S,t,1.4:1,129,2,2,13-03-2016
Mint,Ryu sf3,0,cs,f,S,t,2.3:1,102,2,2,13-03-2016
Hulk ex,Uroboros,1,cs,t,S,t,1:3,96,2,2,13-03-2016
Kanako yasaka EX3,Mint,1,cs,t,S,t,1.3:1,147,2,2,13-03-2016
Uroboros,Mint,0,cs,t,S,t,7.5:1,318,2,2,13-03-2016
Jhons lee,Missmarvel,0,cs,A,B,m,3.8:1,99,2,2,13-03-2016
F.o.e._meso,Rip_saber,0,cs,t,A,m,3.7:1,171,2,2,13-03-2016
Senna,Carol stanzack,1,cs,f,A,m,3.7:1,114,2,2,13-03-2016
Akaitsuki EX,Sheana,1,cs,t,S,m,3.6:1,120,2,2,13-03-2016
Maggyo EX,Shinobi,1,cs,t,A,m,1:4.2,192,2,2,13-03-2016
Sheeva,Blossom,0,cs,t,B,m,1.6:1,87,2,2,13-03-2016
Gorilla,Blackk',0,cs,t,B,m,638.3:1,63,2,2,13-03-2016
Evil ranger,Katura hageteru,0,cs,f,B,m,1.3:1,252,2,2,13-03-2016
Murakumo-abk EX2,Captain kidd,1,cs,t,A,m,1:7.3,111,2,2,13-03-2016
Chameleon,Kaigen,1,cs,A,B,m,1.4:1,144,2,2,13-03-2016
Pucca-toppo,Kyko waifu,0,cs,A,B,m,10.6:1,132,2,2,13-03-2016
Goku z2,Sinclair,0,cs,t,B,m,1:1.6,135,2,2,13-03-2016
Drunken master,Cyborg t-8p,1,cs,f,B,m,1:3.5,150,2,2,13-03-2016
Iris,Master god ken,0,cs,t,X,m,2.5:1,132,2,2,13-03-2016
Omake,Tingle,0,cs,t,B,m,4.6:1,129,2,2,13-03-2016
Athena w,Rikku,1,cs,A,B,m,1:1.5,240,2,2,13-03-2016
Billy,Shitan uzuki,0,cs,A,A,m,3.6:1,144,2,2,13-03-2016
Labyrinth 1p,Strike freedom nitori,0,cs,t,S,m,1.3:1,99,2,2,13-03-2016
Honda ex,Zerozuchi,0,cs,f,A,m,2.6:1,96,2,2,13-03-2016
Santaurus EX3,Takumi hattori,1,cs,t,A,m,1:1.8,105,2,2,13-03-2016
Kubikiri basara KOF,Syouzan matsuo,1,cs,f,S,m,1:1.4,132,2,2,13-03-2016
Chameleon DS,Serika,1,cs,t,A,m,1:1.1,147,2,2,13-03-2016
Yagami_if,Roll MVC,1,cs,f,B,m,1:2.4,201,2,2,13-03-2016
Ortega ex,Sundown-kid,0,cs,f,S,m,1.7:1,81,2,2,13-03-2016
Hazama,Archetype earth_r,1,cs,t,B,m,1:8.8,168,2,2,13-03-2016
Kishimax EX2,Namazu,1,cs,f,S,m,1:1.7,162,2,2,13-03-2016
Akari ichijo,Kanna_kouryu,0,cs,t,A,m,1:1,180,2,2,13-03-2016
Kyoko_sakura EX,Miles edgeworth,1,cs,f,A,m,2.6:1,87,2,2,13-03-2016
Cyborg t-8p,Achamo,0,cs,t,B,m,4.2:1,105,2,2,13-03-2016
Shiki vp,Hashi,0,cs,A,B,m,5.5:1,180,2,2,13-03-2016
Rei EX,Undeadhero,0,cs,f,S,m,58.3:1,135,2,2,13-03-2016
Ratking,Jazu,1,cs,A,S,m,1:1.6,81,2,2,13-03-2016
Gyan,Lyndis EX,0,cs,A,A,m,1:1.8,144,2,2,13-03-2016
Natalia glinka,Leon EX,1,cs,t,A,m,2.1:1,174,2,2,13-03-2016
Fangore,Enlightened sun wu kong,0,cs,t,A,m,5.3:1,78,2,2,13-03-2016
Akiko EX,Misty,0,cs,t,S,m,1:2.5,201,2,2,13-03-2016
Donkey kong EX2,P. chunli,1,cs,f,B,m,1:2.2,90,2,2,13-03-2016
Mai_k,Kenshi,0,cs,t,S,m,2.9:1,111,2,2,13-03-2016
Isao jinrai,Guts,1,cs,f,S,m,1:8.6,75,2,2,13-03-2016
Date masamune,Itoko,0,cs,f,A,m,1:1.2,111,2,2,13-03-2016
Ichi,Wingnut,0,cs,t,B,m,2.2:1,150,2,2,13-03-2016
Hugo andore jr.,Minoriko aki,1,cs,f,A,m,1:2.7,90,2,2,13-03-2016
Yusha,Kazami yuuka,1,cs,f,S,m,1.5:1,105,2,2,13-03-2016
Hugo dc,The moon,1,cs,f,S,m,1:18.9,177,2,2,13-03-2016
Tf2 - sniper,Hauzer,0,cs,f,S,m,9.8:1,120,2,2,13-03-2016
Dirty kf man,Renamon Dv2,0,cs,t,B,m,1.2:1,153,2,2,13-03-2016
Sonic 2 style sonic,Injya 1p,0,cs,f,S,m,1.1:1,87,2,2,13-03-2016
Card hero,Down,1,cs,t,A,m,1:6.8,84,2,2,13-03-2016
Heavyarms custom,Leona xiii,1,cs,f,A,m,1:2.5,102,2,2,13-03-2016
Space warrior,Kung fu head,1,cs,t,S,m,2.1:1,96,2,2,13-03-2016
Jabu,Alice,0,cs,f,B,m,1.7:1,153,2,2,13-03-2016
Sinclair,Ultraman dyna,1,cs,A,B,m,1:2.7,132,2,2,13-03-2016
Black polnareff,Shocker,0,cs,A,B,m,1:1.7,147,2,2,13-03-2016
Smoke mk2,Lf2 - davis,1,cs,f,A,m,1.3:1,141,2,2,13-03-2016
Majin vegeta EX3,Hamburglar,1,cs,t,A,m,1:1.7,144,2,2,13-03-2016
Seth ex,Spin youmu,1,cs,f,A,m,1:4.2,147,2,2,13-03-2016
Clawbear,Uroboros,1,cs,A,S,m,1:31.9,75,2,2,13-03-2016
Anakaris,Dragon waifu,1,cs,f,S,m,1:1.6,168,2,2,13-03-2016
Gaits z,Gekka suika,0,cs,f,A,m,1:1.7,102,2,2,13-03-2016
Yagumo_ex,Leo EX2,0,cs,t,A,m,3.4:1,93,2,2,13-03-2016
Mad grinder,Donald,0,cs,t,A,m,1.7:1,213,2,2,13-03-2016
Dopefish,Drdoom,0,cs,t,S,m,1:1,198,2,2,13-03-2016
Rosie,Ultraman tiga_a,0,cs,t,A,m,1:1,150,2,2,13-03-2016
Mike haggar EX3,Ramda EX3,1,cs,t,A,m,1:8.5,147,2,2,13-03-2016
Alyssa ex,Another igniz,1,cs,t,S,m,2:1,153,2,2,13-03-2016
R. lilith,Private,1,cs,t,B,m,1:11,63,2,2,13-03-2016
Eiji mk,Ayu tsukimiya,1,cs,t,B,m,1:20.9,87,2,2,13-03-2016
Rei ayanami,Black widow,0,cs,t,B,m,1.3:1,189,2,2,13-03-2016
Ayako,Double_sword,1,cs,t,A,m,1.1:1,129,2,2,13-03-2016
Kira daidoji,Pocket Tessa,1,cs,f,S,m,1:1.9,192,2,2,13-03-2016
Slash-beast,Eharu_ai,0,cs,t,A,m,5.2:1,105,2,2,13-03-2016
Cell junior,Yellow devil,0,cs,A,B,m,2.9:1,117,2,2,13-03-2016
Master mecha sonic,Skullomania,0,cs,f,S,m,5.7:1,159,2,2,13-03-2016
Strider hiryu,Mai 2k2,1,cs,f,B,m,1:1,132,2,2,13-03-2016
Jin,Silver samurai,0,cs,A,B,m,4.2:1,87,2,2,13-03-2016
Saki,Brazer,1,cs,f,A,m,3.7:1,168,2,2,13-03-2016
Fusagiko,Yuyuko saigyouji,0,cs,t,A,m,3.3:1,123,2,2,13-03-2016
Galivan,Zero ariel,1,cs,t,A,m,1:1.9,114,2,2,13-03-2016
Gaia EX3,Ghost kick,0,cs,f,B,m,1.2:1,147,2,2,13-03-2016
Athena X2,Shizumaru ex,0,cs,t,A,m,6.2:1,102,2,2,13-03-2016
Kid gohan EX3,Samus,0,cs,f,S,m,2.9:1,132,2,2,13-03-2016
Juggernaut mvc2,Konata EX,1,cs,A,B,m,2.3:1,159,2,2,13-03-2016
Grebam EX,Death black shot,0,cs,f,A,m,1:1.1,177,2,2,13-03-2016
Kyo_99xi,Demoniho,1,cs,A,B,m,1:2.3,114,2,2,13-03-2016
Skelegon,Jupiter,0,cs,A,B,m,1.7:1,81,2,2,13-03-2016
Dongdong',Chipp,0,cs,t,S,m,11.2:1,66,2,2,13-03-2016
Rasho-zero,Shizumaru ex,0,cs,t,A,m,5.9:1,162,2,2,13-03-2016
Jamm,Faud EX3,0,cs,t,A,m,5.8:1,123,2,2,13-03-2016
Yuki ex EX3,Albus,1,cs,t,A,m,1:1.1,162,2,2,13-03-2016
Kung fu head,Psycho mkiii,0,cs,f,S,m,2.6:1,120,2,2,13-03-2016
Hotaru futaba,Vegalunker,1,cs,f,B,m,1.5:1,144,2,2,13-03-2016
94_flan,Momo-len_ver1.39,1,cs,f,S,m,1:10.6,207,2,2,13-03-2016
Masked rider blade,Silver surfer EX,0,cs,A,B,t,2:1,90,2,2,13-03-2016
Don patch,Zazie muhaba,0,cs,t,B,t,4.8:1,102,2,2,13-03-2016
Sailor moon,Godzilla,1,cs,A,B,t,1.6:1,132,2,2,13-03-2016
Alex EX2,Yoshi,1,cs,t,B,t,1:4.4,78,2,2,13-03-2016
Tingle,Spider-man,0,cs,f,B,t,1:1.2,213,2,2,13-03-2016
Wyler,Seth SF4,0,cs,t,B,t,1.3:1,171,2,2,13-03-2016
Zangief EX3,Cloud strife,0,cs,t,B,t,1:1.1,84,2,2,13-03-2016
Sheeva,Ryu ssf'2 plus,0,cs,t,B,t,1.9:1,93,2,2,13-03-2016
Masked rider blade,Don patch,1,cs,t,B,t,3.1:1,204,2,2,13-03-2016
Godzilla,Yoshi,1,cs,t,B,t,1:4,147,2,2,13-03-2016
Tingle,Wyler,1,cs,t,B,t,1:2.2,117,2,2,13-03-2016
Zangief EX3,Sheeva,0,cs,f,B,t,5.3:1,72,2,2,13-03-2016
Don patch,Yoshi,0,cs,f,B,t,1:4.7,144,2,2,13-03-2016
Wyler,Zangief EX3,1,cs,t,B,t,1:2.1,207,2,2,13-03-2016
Don patch,Zangief EX3,1,cs,t,B,t,1.3:1,249,2,2,13-03-2016
Shiki tohno,M-monk,0,cs,A,B,m,2.2:1,108,2,2,13-03-2016
Uzume,Seven,0,cs,f,S,m,1:2.6,243,2,2,13-03-2016
Kai,Metalgear rex,1,cs,A,S,m,1:2.2,123,2,2,13-03-2016
Chrysalis EX,Katima,0,cs,t,S,m,1:1.9,102,2,2,13-03-2016
Mazinger-z ex,Clayface,1,cs,A,B,m,1:15.5,240,2,2,13-03-2016
Riesbyfe stridberg,Fernandeath,0,cs,A,S,m,5.9:1,81,2,2,13-03-2016
The atom,Taku,0,cs,A,B,m,1:1,123,2,2,13-03-2016
Solid snake EX,Dokuo_ver1.39,0,cs,f,B,m,1:1.3,117,2,2,13-03-2016
Solisr8000,Kung fu rabbit,0,cs,t,A,m,1:1.8,183,2,2,13-03-2016
Crazy rugal,Sailor saturn,0,cs,f,S,m,21.2:1,114,2,2,13-03-2016
Nests-rugal,Spera,1,cs,t,S,m,1:3,93,2,2,13-03-2016
American idiot,Weiss dhq,1,cs,t,A,m,1:2.1,96,2,2,13-03-2016
Death EX3,Grand_diable,1,cs,A,X,m,1:2.5,87,2,2,13-03-2016
Youko,Aselia,1,cs,f,S,m,1.2:1,171,2,2,13-03-2016
Ferroman,The mask of ero,0,cs,f,B,m,1.9:1,111,2,2,13-03-2016
Mike Haggar,Ichi,1,cs,f,B,m,1:3.9,141,2,2,13-03-2016
The moon,Kazama sogetsu EX3,0,cs,t,S,m,4.1:1,147,2,2,13-03-2016
Deedrit,Captain atlantis,1,cs,t,B,m,1:12.5,96,2,2,13-03-2016
Shizuha EX3,Alpha candy,1,cs,f,A,m,1:2,84,2,2,13-03-2016
Gen shougo,Ananzi,1,cs,f,A,m,2.4:1,135,2,2,13-03-2016
Sakazaki ryo,Shimako,1,cs,t,A,m,1:5.8,147,2,2,13-03-2016
Chansey,Kana orikura,1,cs,A,B,m,1:5.7,105,2,2,13-03-2016
Leo bradlay,Kusanagi,0,cs,t,B,m,5.7:1,117,2,2,13-03-2016
Chaka EX3,Sonson,1,cs,A,A,m,1:8.1,132,2,2,13-03-2016
Amakusa,Master lue,0,cs,t,B,m,1.1:1,132,2,2,13-03-2016
Genkai_shihan,Kat,0,cs,f,S,m,1:4.4,195,2,2,13-03-2016
Kana-chan dhq,Rasetsumaru,0,cs,t,B,m,1:1,114,2,2,13-03-2016
Shadow lady,Wu-ling,0,cs,t,S,m,2.7:1,126,2,2,13-03-2016
Stupid little drill tank,Knuckles custom,0,cs,A,S,m,1:2.3,60,2,2,13-03-2016
Byakuren hijiri,Millia tnt,0,cs,t,S,m,1:1.4,87,2,2,13-03-2016
Mature CVS,Armor lord,1,cs,t,B,m,1:6.6,141,2,2,13-03-2016
Mamizou EX,Wanda,1,cs,A,B,m,1:4.9,111,2,2,13-03-2016
Puss in boots,Lemeza,1,cs,t,A,m,1:14.1,177,2,2,13-03-2016
Elpizo,Psycho mkiii,0,cs,f,S,m,1.8:1,147,2,2,13-03-2016
Satoko,Albus,1,cs,t,A,m,1:5.6,162,2,2,13-03-2016
Joshua bright,Magnus,1,cs,f,A,m,7.2:1,141,2,2,13-03-2016
Donald mcdonald,Lightning bd,1,cs,f,A,m,1:2.3,87,2,2,13-03-2016
Strider hien,Zero Cloud,1,cs,t,B,m,1:4,120,2,2,13-03-2016
Rubber soul,Young_rugal,0,cs,A,S,m,1:1.9,237,2,2,13-03-2016
Kilyousuke,Robert945,0,cs,t,A,m,1.3:1,150,2,2,13-03-2016
Beavis EX2,Guillotine gen,1,cs,f,B,m,1:2.2,120,2,2,13-03-2016
Bionicles,Power lyzer,1,cs,t,S,m,1:20.4,96,2,2,13-03-2016
Mary,Mai tokiha ex,1,cs,t,S,m,1:2.8,147,2,2,13-03-2016
Thouther 2,Another blood k,0,cs,t,S,m,7.7:1,117,2,2,13-03-2016
Pheus_mor,Curfue,1,cs,A,S,m,1:1.2,81,2,2,13-03-2016
Helion z,Another igniz,1,cs,t,S,m,1:5.9,93,2,2,13-03-2016
Foz,Chun-li,1,cs,t,A,m,2:1,132,2,2,13-03-2016
Gaibon and slogra,Akiha EX,0,cs,t,S,m,13.5:1,192,2,2,13-03-2016
Hisui aa,Bloody flandre,1,cs,t,S,m,1:13.1,162,2,2,13-03-2016
Lelouch EX,Sango EX,0,cs,t,B,m,28.3:1,63,2,2,13-03-2016
Super metroid,Tokinomiya kamui EX3,1,cs,f,S,m,1.3:1,132,2,2,13-03-2016
Dreamform sula,Remilya scarlet,0,cs,t,S,m,5.1:1,213,2,2,13-03-2016
Yoshitora,Buttercup DG,1,cs,A,S,m,1:1.8,120,2,2,13-03-2016
Kisume EX,Leviathan,1,cs,f,S,m,2.8:1,153,2,2,13-03-2016
Raiden,Underdog,1,cs,A,B,m,1:1.2,228,2,2,13-03-2016
Rain mk2,Zabel ex,0,cs,f,A,m,1:1.9,111,2,2,13-03-2016
Terry bogard,Wyvern,0,cs,A,S,m,1.5:1,192,2,2,13-03-2016
Porygon-z EX2,Kubikiri basara EX,1,cs,t,A,m,1:2.3,96,2,2,13-03-2016
Shishimaru EX,Shingetter1,0,cs,f,A,m,1:1.1,129,2,2,13-03-2016
Power kung fu man,Kagura,1,cs,f,B,m,1.1:1,138,2,2,13-03-2016
Angus,Serpent,0,cs,t,B,m,26.3:1,111,2,2,13-03-2016
Atomic r chelnov,Yuen-joe,1,cs,t,S,m,1:4.5,99,2,2,13-03-2016
Furude rika,Ssj3 gotenks,0,cs,f,B,m,1:3.1,111,2,2,13-03-2016
Homer simpson,Project_f,0,cs,t,B,m,3.9:1,168,2,2,13-03-2016
Shitan uzuki,Mvc2 cyclops,1,cs,A,A,m,1:5.2,144,2,2,13-03-2016
Super goku,Diablo,1,cs,A,B,m,1:3.7,120,2,2,13-03-2016
Shizuha aki,Harman,1,cs,A,A,m,1.4:1,108,2,2,13-03-2016
Jamian di corvus,Ao-takagami,1,cs,A,B,m,1.5:1,201,2,2,13-03-2016
Sailor venus k,Fullmoon_suika,0,cs,t,A,m,2:1,93,2,2,13-03-2016
Senna(coh),Sion(coh),0,cs,A,S,m,1:3.1,123,2,2,13-03-2016
Orochi iori EX,Layzner_tyanko ai,1,cs,A,B,m,1.7:1,195,2,2,13-03-2016
Wing,Custom getsufuma,0,cs,f,A,m,1:1.3,93,2,2,13-03-2016
Satsuki yumiduka EX,Dynamo,0,cs,t,S,m,12.7:1,72,2,2,13-03-2016
Kakashi hatake,Wonder momo EX,1,cs,f,B,m,1:4.2,108,2,2,13-03-2016
Takano_miyo,Kenshiro,0,cs,A,S,m,1.4:1,132,2,2,13-03-2016
Fordy-z,Armored gohan,0,cs,A,A,m,4.4:1,141,2,2,13-03-2016
Cci jhun,Daimajin,1,cs,f,B,m,1:2.1,96,2,2,13-03-2016
Nanoha tsukikage,Gundam double zeta,0,cs,A,B,m,1:1.5,153,2,2,13-03-2016
Barbarccia,CirnoJ,0,cs,f,A,m,1.9:1,159,2,2,13-03-2016
Turn-x,Gundam epyon,1,cs,t,A,m,1:1.4,129,2,2,13-03-2016
Original vega,Evil ken,1,cs,t,S,m,1:6.5,123,2,2,13-03-2016
Hourai-car,Terry bogard,0,cs,t,S,m,1:2.5,141,2,2,13-03-2016
Toki 2,Robo-ky EX,0,cs,t,S,m,4.2:1,141,2,2,13-03-2016
(sman),Benimaru_xiii,0,cs,A,B,m,1:1.7,177,2,2,13-03-2016
Vegeta ssj5,Gully,1,cs,A,B,m,1.5:1,192,2,2,13-03-2016
Andy_ff3rb,Geese mk ii,1,cs,A,A,m,1:2.7,120,2,2,13-03-2016
Cable,Sodom sfa,0,cs,f,A,m,1:3.3,183,2,2,13-03-2016
Shadow agent,Murakumo-abk,0,cs,t,A,m,2.5:1,138,2,2,13-03-2016
Trouble man,Morrigan nxc,1,cs,A,B,m,1:1.2,117,2,2,13-03-2016
Yuri di aaaaaa ex,Orchid,1,cs,t,B,m,1:14.1,120,2,2,13-03-2016
Sakazaki ryo,True k',0,cs,f,A,m,1:1.9,138,2,2,13-03-2016
Reiji oyama,Devilman,0,cs,t,B,m,1:1.5,213,2,2,13-03-2016
Ss6 renfa,Achi cirno,0,cs,t,S,m,1.4:1,81,2,2,13-03-2016
Kubikiri basara EX,Hokutomaru,0,cs,t,A,m,1:1.3,264,2,2,13-03-2016
Iria,W.krauser,1,cs,t,A,t,2:1,99,2,2,13-03-2016
Thunder-iku,Tormentor jinmen,0,cs,t,A,t,2.3:1,108,2,2,13-03-2016
Mitsuji tanimati,Ika musume,0,cs,t,A,t,1:1.6,111,2,2,13-03-2016
Symbiote spider-man,Nero chaos,0,cs,t,A,t,1:2.6,138,2,2,13-03-2016
Lucifer EX,Harry,1,cs,A,A,t,1:2.4,138,2,2,13-03-2016
Wafu,Komepo,0,cs,A,A,t,1:1,156,2,2,13-03-2016
Hawk,Harman,0,cs,f,A,t,1:1,87,2,2,13-03-2016
Eyedol,Shizuha EX3,0,cs,t,A,t,1.1:1,96,2,2,13-03-2016
W.krauser,Thunder-iku,1,cs,f,A,t,1:2.1,138,2,2,13-03-2016
Mitsuji tanimati,Symbiote spider-man,1,cs,t,A,t,2:1,171,2,2,13-03-2016
Harry,Wafu,1,cs,f,A,t,3.3:1,87,2,2,13-03-2016
Hawk,Eyedol,0,cs,t,A,t,1.2:1,63,2,2,13-03-2016
Thunder-iku,Symbiote spider-man,0,cs,t,A,t,2.4:1,156,2,2,13-03-2016
Wafu,Hawk,1,cs,f,A,t,1:1.3,87,2,2,13-03-2016
Thunder-iku,Hawk,0,cs,f,A,t,1.1:1,240,2,2,13-03-2016
Roy wilson,Terry_ff3rb,1,cs,f,S,m,1:1,114,2,2,13-03-2016
Reiko,Card hero,0,cs,A,A,m,12.6:1,120,2,2,13-03-2016
Master juzo,Ermac,0,cs,t,S,m,15.1:1,87,2,2,13-03-2016
Vorgasm,Super vegeta ai-barbatos,1,cs,t,B,m,1:9.5,93,2,2,13-03-2016
Yuiran,Kizaru borsalino,1,cs,f,B,m,2.2:1,120,2,2,13-03-2016
Hybrid,Tristan,0,cs,t,B,m,3:1,126,2,2,13-03-2016
Mike bison,Vegeta ssj3,0,cs,t,B,m,7.2:1,162,2,2,13-03-2016
Astonishing Cyclops,Mudman EX3,0,cs,t,B,m,5.3:1,117,2,2,13-03-2016
