5,4,115.34546136856079,162.0
5,8,78.0,108.0
1,0,75.56982016563416,0
4,5,123.75,118.2
7,4,120.9968261378152,171.75
0,3,0,96
2,11,171.0,166.9090909090909
0,3,0,93
2,1,63.0,81.0
7,6,145.28571428571428,149.0
0,12,0,135
1,1,112.82123684883118,89.50298738479614
5,6,105.6,93.21676262219746
6,0,118.0,0
12,13,120.42274463176727,109.84615384615384
1,8,168.0,87.75
10,10,132.36251425743103,120.3
5,7,94.2,117.85714285714286
0,2,0,54
3,11,154.0,128.72727272727272
8,7,130.73799669742584,96.85714285714286
6,5,118.79376518726349,141.6
5,8,103.2,113.15101826190948
0,4,0,120
7,3,124.71428571428571,101.0
1,1,84.485506772995,168.0
0,6,0,99
7,7,83.57142857142857,135.74054792949133
6,10,108.0,92.4
5,1,127.2,180.0
1,0,210.10360622406006,0
1,8,162.0,111.375
5,10,109.8,160.5
9,10,124.33333333333333,99.9
0,3,0,90
4,4,150.0,101.25
1,0,65.84713888168335,0
1,3,126.0,69.0
6,14,158.5,149.78571428571428
0,2,0,113.85853886604309
8,8,113.21731758117676,96.375
2,4,132.0,189
2,9,151.5,123.0
0,4,0,99
12,10,143.5,102.6776171207428
7,6,102.90823268890381,130.0
1,0,111.17702889442444,0
2,4,172.5,171.0
1,2,105.0,144.0
1,1,108.65817618370056,174
2,8,159.0,116.625
9,10,153.33333333333334,140.4
4,1,110.25,108.0
0,7,0,129
12,5,116.4072675704956,136.2
0,1,0,102
11,5,83.80273294448853,129.1360149383545
14,2,98.57142857142857,58.5
11,6,127.36363636363636,141.5
6,12,136.5,119.5
2,0,45.0,0
4,8,143.25,130.125
5,0,147.6,0
5,4,83.92815780639648,116.43283998966217
0,3,0,93
1,0,128.8784384727478,0
6,7,139.0,113.14285714285714
0,5,0,69
13,10,133.94262205637418,123.67706191539764
8,8,121.875,146.25
6,5,120.0,97.2
5,4,104.4,124.5
9,10,150.90004709031848,168.67360670566558
3,4,89.0,171.0
7,7,142.28571428571428,111.76075737816947
17,7,125.82352941176471,123.85714285714286
11,4,107.18181818181819,101.67369639873505
7,2,94.28571428571429,127.5
3,4,146.0,134.25
24,5,88.67640718817711,89.4
0,1,0,75
3,9,86.38716014226277,137.91437925232782
2,2,117.0,178.5
1,1,104.98245525360107,192.0
5,7,123.84836483001709,94.28571428571429
1,4,177.0,81.75
3,0,143.0,0
0,1,0,63
0,1,0,0
6,2,88.0,169.5
2,1,160.23498213291168,150.0
11,4,94.9090909090909,77.25
10,4,122.4,189.75
0,6,0,174
8,4,142.875,102.0
0,5,0,105
1,1,174.0,90.0
2,4,124.5,99.75
4,9,114.75,142.33333333333334
4,3,67.5,105.0
10,8,93.3,142.5
6,2,57.729948242505394,129.0
5,2,178.8,204.0
10,6,107.1,106.99737532933553
6,8,149.47175828615823,99.0
20,7,96.0,164.57142857142858
2,6,51.0,108.5
5,4,104.4,120.0
9,2,95.33333333333333,105.0
4,2,108.30178445577621,70.5
6,0,158.5,0
1,0,101.04894614219666,0
5,2,142.2,100.5
2,5,138.0,148.8
5,2,109.2,112.5
0,1,0,147
5,6,93.0,120.5
6,9,133.0,133.0
5,8,123.6,117.375
1,6,122.36834359169006,132
2,7,150.0,153.42857142857142
4,7,151.5,153.6961135183062
2,6,58.5,113.0
2,7,108.0,152.14285714285714
2,2,93.0,58.5
9,15,99.33333333333333,130.27472842534382
13,2,106.84615384615384,118.5
6,4,113.5,125.25
6,7,128.0,119.14285714285714
10,6,115.33190143108368,100.3838168780009
4,8,129.75,89.25
0,1,0,120
0,2,0,156
16,1,112.4440969824791,61.469706535339355
1,2,159.0,99
0,3,0,93
2,2,102.0,87
2,8,141.0,131.625
1,1,189.0,108
9,9,124.33333333333333,109.0
7,6,95.57142857142857,96.5
0,1,0,99
3,12,77.0,144.75
5,8,83.4,140.92127013206482
1,2,72.0,153.2524344921112
5,11,102.0,104.45454545454545
8,1,109.125,126.0
0,1,0,129
0,1,166.15327882766724,0
2,4,175.5,100.5
5,0,90.0,0
7,2,131.14285714285714,214.5
0,1,0,48.13068628311157
13,2,109.61538461538461,133.5
3,1,124.0,147.0
0,2,0,149.45094633102417
6,8,130.0,128.25
1,4,168.0,117.75
0,2,0,111
0,3,0,72
4,2,125.25,93.0
1,0,96.32836580276489,0
2,15,133.37926769256592,79.6
3,6,158.0,67.5
2,4,145.5,114.75
8,5,134.25,105.6
3,4,79.0,91.5
6,2,76.5,120.0
2,7,129.0,127.28571428571429
5,1,114.0,0
1,0,201.0,0
6,7,95.0,105.0
4,4,96.0,108.0
0,5,35.28123641014099,98.2859296798706
7,11,130.28571428571428,89.72727272727273
4,1,96.75,117
5,6,127.8,146.0
6,3,136.0,138.0
8,3,94.38013154268265,108.39534465471904
1,0,117.0,0
2,4,135.0,120.75
12,13,111.36775384346645,111.6923076923077
5,6,141.0,125.46942909558614
4,3,58.5,50.0
5,5,105.0,155.4
8,5,82.125,104.4
1,0,35.70736598968506,0
1,10,135.0,124.97554206848145
9,6,87.33333333333333,85.5
4,5,147.75,70.2
2,9,150.0,87.0
3,5,158.0,112.05954475402832
5,3,75.70225229263306,75.0
5,6,109.59611954689026,97.0
1,1,99.0,181.54910254478455
8,9,119.625,135.66666666666666
8,3,72.75,53.07942501703898
3,1,136.95548407236734,150.0
7,3,114.42857142857143,43.0
5,5,87.0,110.4
5,3,140.4,135.0
10,5,126.6,103.2
13,6,144.46153846153845,106.0
8,4,111.75,153.0
6,3,108.0,51.0
12,4,77.2104590733846,138.75
4,0,126.52675592899323,0
8,8,125.25,106.5
5,10,144.6,111.51289172172547
0,1,0,147
3,4,154.0,103.5
2,1,184.5,111.0
0,4,0,0
2,2,97.81108450889587,76.30146372318268
11,5,162.73514452847567,98.4
2,9,130.5,102.33333333333333
4,4,126.0,125.25
0,2,0,96
11,4,128.72727272727272,95.25
7,5,98.71641445159912,84.6
6,6,141.5,95.5
5,3,83.49152884483337,89.86729343732198
11,4,124.9090909090909,134.25
0,2,0,105
4,10,115.5,113.34719634056091
0,1,0,121.32516932487488
5,6,106.8,125.0
5,6,133.2,204.5
0,4,0,108
4,0,127.26379376649857,0
0,1,0,55.10873508453369
4,3,114.75,165.0
6,9,150.0,91.0
6,10,81.0,146.7
0,2,0,234
4,1,95.25,93.0
3,1,155.52120518684387,150.0
2,3,127.5,113.0
2,1,132.0,186.0
4,6,140.25,103.5
1,3,285.0,104.0
0,1,0,87
9,8,117.66666666666667,138.0
3,0,68.0,0
3,10,117.0,99.32297101020814
14,5,89.57142857142857,79.2
4,2,132.75,145.5
5,4,116.4,117.0
6,7,132.28203038374582,69.51350436891828
8,3,97.875,128.0
0,2,0,110.60979437828064
6,1,82.5,63.0
7,7,130.28571428571428,94.71428571428571
9,12,129.0,135.75
7,0,85.71428571428571,0
0,1,0,72
5,6,101.4,81.0
8,3,97.5,144.0
4,1,87.62176662683487,123
7,5,126.85714285714286,96.0
4,9,163.0364894270897,88.33333333333333
2,3,103.5,95.0
1,4,133.36878180503845,130.5
4,7,135.50038540363312,128.71291276386805
0,15,0,132
0,0,0,0
0,1,0,0
9,3,98.43153754870097,52.0
3,1,101.46350542704265,96.0
5,17,87.6,124.23529411764706
1,6,126.0,141.5
0,1,0,102.66386842727661
2,9,111.0,92.66666666666667
0,1,0,159.97614431381226
0,3,0,111
10,3,100.5,151.0
0,3,0,72
0,1,0,75
2,0,184.72469294071198,0
6,7,112.65265774726868,138.97855298859733
0,5,0,87
3,5,81.0,80.35157871246338
1,5,138.0,109.2
2,4,159.0,201.0
11,0,107.18181818181819,0
0,1,0,106.21423768997192
5,4,102.6,125.25
0,3,0,84
1,0,91.23928833007812,0
2,8,141.1856597661972,143.625
2,3,129.0,124.0
0,1,0,90
5,9,111.6,112.33333333333333
0,1,0,180
0,2,0,123
2,0,55.5,0
3,1,153.0,162.0
0,3,0,156
9,4,104.66666666666667,118.5
2,0,91.5,0
1,2,38.294121980667114,69
0,1,0,84
15,0,89.6,0
4,7,162.75,130.71428571428572
3,3,161.0,121.0
0,2,0,183
0,1,0,114
3,2,28.0,114.0
5,11,146.98234272003174,210.27272727272728
9,3,103.0,94.0
12,4,106.25,143.25
2,2,159.0,147.0
1,2,129.0,193.5
2,0,56.08275127410889,0
6,3,121.81993472576141,179.0
5,4,142.2,152.25
10,4,133.5,139.5
3,8,99.0,126.375
4,5,78.75,101.4
6,8,125.5,123.75
9,6,67.0,130.0
0,2,0,162
2,0,114.0,0
4,0,64.5,0
4,11,137.25,100.9090909090909
5,5,121.2,89.4
2,8,102.0,99.375
5,4,93.0,174.75
7,3,94.71428571428571,98.45325088500977
1,8,216.0,170.25
11,7,148.63636363636363,141.39591571262903
0,3,0,120
0,4,0,132
6,4,131.74915087223053,85.5
2,0,76.19108080863953,0
